Price,Close
Ticker,XLF
Date,
2000-01-03,11.186881065368652
2000-01-04,10.697833061218262
2000-01-05,10.613779067993164
2000-01-06,11.079901695251465
2000-01-07,11.263288497924805
2000-01-10,11.064614295959473
2000-01-11,10.881221771240234
2000-01-12,11.09518051147461
2000-01-13,11.431397438049316
2000-01-14,11.698848724365234
2000-01-18,11.3091402053833
2000-01-19,11.270928382873535
2000-01-20,11.064614295959473
2000-01-21,10.927072525024414
2000-01-24,10.728402137756348
2000-01-25,10.843017578125
2000-01-26,11.248006820678711
2000-01-27,11.37026596069336
2000-01-28,10.972920417785645
2000-01-31,11.278575897216797
2000-02-01,11.339701652526855
2000-02-02,11.225085258483887
2000-02-03,11.156306266784668
2000-02-04,11.041695594787598
2000-02-07,10.927072525024414
2000-02-08,11.049335479736328
2000-02-09,10.78952693939209
2000-02-10,10.491518020629883
2000-02-11,10.51444149017334
2000-02-14,10.606134414672852
2000-02-15,10.621417045593262
2000-02-16,10.399820327758789
2000-02-17,10.269917488098145
2000-02-18,9.903135299682617
2000-02-22,9.994833946228027
2000-02-23,9.956626892089844
2000-02-24,9.750316619873047
2000-02-25,9.689180374145508
2000-02-28,10.002474784851074
2000-02-29,10.071245193481445
2000-03-01,10.208791732788086
2000-03-02,10.147660255432129
2000-03-03,10.239356994628906
2000-03-06,10.140019416809082
2000-03-07,9.83436393737793
2000-03-08,9.719746589660645
2000-03-09,9.773232460021973
2000-03-10,9.80379867553711
2000-03-13,9.903135299682617
2000-03-14,9.86492919921875
2000-03-15,10.468591690063477
2000-03-16,11.37026596069336
2000-03-17,11.373641967773438
2000-03-20,11.158900260925293
2000-03-21,11.565377235412598
2000-03-22,11.665081024169922
2000-03-23,12.071551322937012
2000-03-24,12.209604263305664
2000-03-27,11.810795783996582
2000-03-28,11.902825355529785
2000-03-29,11.810795783996582
2000-03-30,11.833805084228516
2000-03-31,11.910497665405273
2000-04-03,12.485699653625488
2000-04-04,11.987190246582031
2000-04-05,11.895158767700195
2000-04-06,12.02553939819336
2000-04-07,11.780115127563477
2000-04-10,12.117568016052246
2000-04-11,12.270956993103027
2000-04-12,12.324646949768066
2000-04-13,12.002530097961426
2000-04-14,11.028521537780762
2000-04-17,11.120553970336914
2000-04-18,11.565377235412598
2000-04-19,11.411989212036133
2000-04-20,11.626726150512695
2000-04-24,11.902825355529785
2000-04-25,12.270956993103027
