Price,Close,High,Low,Open,Volume
Ticker,META,META,META,META,META
Date,,,,,
2012-05-18,37.99576950073242,44.724291080463374,37.767179134613514,41.79236457359019,573576400
2012-05-21,33.821495056152344,36.43538195928824,32.797807137508464,36.3061774150545,168192700
2012-05-22,30.8100643157959,33.38419564738151,30.750432464034663,32.41020052074436,101786600
2012-05-23,31.803937911987305,32.300874441862106,31.167859760359534,31.17779871843652,73600000
2012-05-24,32.8276252746582,33.00652272503711,31.57534691333061,32.748117403003555,50237200
2012-05-25,31.714487075805664,32.74811589912241,30.919389439148397,32.69842300770469,37149800
2012-05-29,28.663299560546875,31.495838196106117,28.474463145999607,31.287123865151255,78063400
2012-05-30,28.017284393310547,29.3689505768756,27.689306332399436,28.52415992302091,57267900
2012-05-31,29.418642044067383,29.48821285280686,26.66561329816687,28.375074225988154,111639200
2012-06-01,27.550159454345703,28.971398177406417,27.222181433305717,28.712990964516983,41855500
2012-06-04,26.735183715820312,27.480588476832004,26.278003038984394,27.03334675762239,35230300
2012-06-05,25.711498260498047,27.589917836951688,25.592232652878558,26.53641286824006,42473400
2012-06-06,26.645734786987305,27.00352967612063,25.363639593696767,25.91026898928395,61489200
2012-06-07,26.148799896240234,27.18242879719229,25.98978035696491,26.8345728441541,26159500
2012-06-08,26.933961868286133,27.589917974302555,26.27800576226971,26.387330516164095,38034000
2012-06-11,26.844511032104492,27.898015923492387,26.675552539514346,27.013469524694642,28219600
2012-06-12,27.23212242126465,27.599856300470993,26.794817728720947,27.311632193030547,15816800
2012-06-13,27.10291862487793,27.927833183486076,26.93396012995036,27.490528509144887,17102800
2012-06-14,28.116670608520508,28.146485587977967,27.212244353173865,27.480590542265865,16855000
2012-06-15,29.826129913330078,29.915578637849663,28.176300832110293,28.335320365553475,43563800
2012-06-18,31.217552185058594,31.883449096553747,29.229806095487657,29.776435511854707,42978900
2012-06-19,31.714487075805664,31.982833239050855,30.511901663403762,31.34675512972504,30849000
2012-06-20,31.406387329101562,31.734365344841205,30.959143718701,31.724426387314267,15553600
2012-06-21,31.644922256469727,32.30087840472812,31.31694418234053,31.47596373975695,21875300
2012-06-22,32.847503662109375,33.24505440006592,31.863571462220392,32.21142551443876,74834000
2012-06-25,31.86357307434082,32.8176903441198,31.356695668234792,32.65867079915664,24352900
2012-06-26,32.897193908691406,33.23511087135874,32.30087164107823,32.489706141180015,24858700
2012-06-27,32.03252410888672,32.6984209440979,31.704546117506595,32.261114428041495,28568000
2012-06-28,31.167858123779297,31.99277074856755,30.71067555455603,31.764180411787077,17713300
2012-06-29,30.909452438354492,31.793998852086812,30.571535447468847,31.724428041433136,19526900
2012-07-02,30.581472396850586,31.535589558567917,30.36281912554365,31.05853097770925,14122000
2012-07-03,31.00884246826172,31.24737179239757,30.611291699039406,30.720618350141798,8763600
2012-07-05,31.277185440063477,31.43620498270982,30.82994368724406,31.128104855790337,10032100
2012-07-06,31.535593032836914,31.704551535796263,31.068473357908125,31.24737081935479,10945600
2012-07-09,31.97289276123047,32.678545476412665,31.79399721262965,31.90332195416421,17785200
2012-07-10,31.277185440063477,32.280997487807575,30.969085313143992,32.23130459160402,14269500
2012-07-11,30.780248641967773,31.366633911521955,30.362821872042126,31.28712414085338,13030300
2012-07-12,30.621227264404297,31.20761249879542,30.41251483978831,30.511902521079787,11300700
2012-07-13,30.531780242919922,30.879636199001485,30.372760702253345,30.849821219915533,8108300
2012-07-16,28.076913833618164,30.313128209747045,28.037158001457914,30.313128209747045,24672100
2012-07-17,27.91789436340332,28.41483089262636,26.983653157678532,28.30550424958532,30438600
2012-07-18,28.9316463470459,29.110543807111707,27.977527191915744,28.136546735160355,16841800
2012-07-19,28.82231903076172,29.31925556577485,28.454585160760526,29.229806837819492,13685100
2012-07-20,28.583789825439453,29.289438797807694,28.544033992575777,28.822319135634174,11869100
2012-07-23,28.573850631713867,28.822318898076595,27.83838479075968,27.94771143457126,12390700
2012-07-24,28.27568817138672,29.269561191180102,27.927832235326566,28.643420127139358,11539800
2012-07-25,29.160234451293945,29.30931502461363,27.907954223216386,28.21605432749871,17230200
2012-07-26,26.68549156188965,28.05703552601812,26.566225962735597,27.579976920726686,64597400
2012-07-27,23.564727783203125,24.389644188247303,22.143490993814915,23.047915266908458,123102300
2012-07-30,23.00815773010254,23.89270591838473,22.888894041215107,23.852950091647486,29285900
2012-07-31,21.576982498168945,23.226813466380257,21.477596712036064,23.226813466380257,56179400
2012-08-01,20.752071380615234,21.447783372131966,20.71231743874544,21.36827359272971,44604400
2012-08-02,19.91721534729004,20.712312969758553,19.698562079364503,20.64274216475034,56374500
2012-08-03,20.960783004760742,22.024226876553154,19.778073531576105,20.235256125306794,80647000
2012-08-06,21.78569793701172,22.01428828990276,21.169495794802774,21.25894452344056,27778900
2012-08-07,20.593050003051758,22.312451911221387,20.374398602922312,22.063983635575994,36782900
2012-08-08,20.593050003051758,21.020415740467836,20.09611345176097,20.583111044546442,29537400
2012-08-09,20.881275177001953,21.040294729866964,20.483726294839425,20.62286792968066,15610700
2012-08-10,21.67637062072754,21.686309578675395,21.000536645572456,21.278821781125256,25794700
2012-08-13,21.4676570892334,22.312449514828163,21.268881731800878,22.01428647867938,24973100
2012-08-14,20.255130767822266,21.467657032779925,20.1259281127945,21.278820633281843,39308800
2012-08-15,21.07010841369629,21.278820834327465,20.275008874207153,20.5135381673552,47861100
2012-08-16,19.74825668334961,20.35451790401481,19.569359246029233,20.314763971089306,157565300
2012-08-17,18.93328094482422,19.956970874201367,18.88358805032517,19.887400063637735,129293400
2012-08-20,19.887401580810547,20.006665294971636,18.63512120814378,18.933282389209054,101186600
2012-08-21,19.04261016845703,19.857585880938593,18.973039348464116,19.46003698407718,70640600
2012-08-22,19.320892333984375,19.410341058800324,18.843831836411862,19.241382566999352,49892200
2012-08-23,19.320892333984375,19.609114528431693,19.241382566999352,19.38052418530755,32813700
2012-08-24,19.291074752807617,19.55942091741131,19.132055224671127,19.40040138927482,29622200
2012-08-27,19.032670974731445,19.410343843846565,18.98297807410913,19.370588006818597,20704000
2012-08-28,19.22150421142578,19.26125814617728,18.833894343202598,18.9829749159298,25417000
2012-08-29,18.98297691345215,19.261260172982553,18.953160037504233,19.201628316749257,16124700
2012-08-30,18.97303581237793,19.330830700700766,18.94321893979692,19.151933256539348,30647500
2012-08-31,17.949342727661133,18.585422626091443,17.919527756070103,18.565544714589436,58764200
2012-09-04,17.621366500854492,18.158058790137208,17.442469071093587,17.969222403649344,46622400
2012-09-05,18.466161727905273,18.635120227124368,18.06861287552578,18.158061604268973,60781800
2012-09-06,18.84383201599121,19.141995066773287,18.605302712762988,18.62518062861427,46066500
2012-09-07,18.863712310791016,19.301017036356846,18.66493881419755,18.9829779252772,36371700
2012-09-10,18.694751739501953,19.082363522194726,18.436344516260913,18.943220004657288,24797800
2012-09-11,19.310955047607422,19.46003563665017,18.73450871315627,18.80407952833205,50508200
2012-09-12,20.80176544189453,21.030355812634284,20.15574827013921,20.632806929681976,121584000
2012-09-13,20.58310890197754,21.348391566263363,20.483723118594803,20.831577151758992,65041600
2012-09-14,21.86520767211914,21.944717442373076,20.771946909380695,21.000537261902952,72819800
2012-09-17,21.388151168823242,22.610614718420575,21.368273250375488,22.53110494029219,50667600
2012-09-18,21.736003875732422,21.845328619356025,21.23906736357785,21.467657704209987,36760500
2012-09-19,23.14730453491211,23.226814304083447,21.6366170249943,21.855268416299868,78782800
2012-09-20,22.45159149169922,23.09760857033701,22.40189859936644,22.878957190145513,57248900
2012-09-21,22.719942092895508,23.097613077036105,22.4615348318887,22.82926685649103,51218100
2012-09-24,20.662620544433594,21.845328047525644,20.235254851861548,21.646554585264386,79106500
2012-09-25,20.15574836730957,21.080048813756232,20.096114612832277,21.070111750339297,46291700
