Price,Close
Ticker,XLE
Date,
2000-01-03,13.513020515441895
2000-01-04,13.258661270141602
2000-01-05,13.608409881591797
2000-01-06,14.133033752441406
2000-01-07,14.284065246582031
2000-01-10,14.16483211517334
2000-01-11,14.180723190307617
2000-01-12,14.117138862609863
2000-01-13,14.363540649414062
2000-01-14,14.276119232177734
2000-01-18,14.450982093811035
2000-01-19,14.403295516967773
2000-01-20,14.403295516967773
2000-01-21,14.800735473632812
2000-01-24,14.276119232177734
2000-01-25,14.244317054748535
2000-01-26,14.02174186706543
2000-01-27,13.735600471496582
2000-01-28,13.576613426208496
2000-01-31,13.894574165344238
2000-02-01,13.86277961730957
2000-02-02,13.950212478637695
2000-02-03,13.783291816711426
2000-02-04,13.385843276977539
2000-02-07,13.536876678466797
2000-02-08,13.417638778686523
2000-02-09,12.972504615783691
2000-02-10,13.242764472961426
2000-02-11,13.083784103393555
2000-02-14,13.29045581817627
2000-02-15,13.84687328338623
2000-02-16,13.910467147827148
2000-02-17,13.894574165344238
2000-02-18,13.489180564880371
2000-02-22,13.369941711425781
2000-02-23,13.02020263671875
2000-02-24,12.877115249633789
2000-02-25,12.622749328613281
2000-02-28,13.004301071166992
2000-02-29,13.30635929107666
2000-03-01,13.64020824432373
2000-03-02,13.894574165344238
2000-03-03,13.671993255615234
2000-03-06,13.592514038085938
2000-03-07,14.530471801757812
2000-03-08,14.292008399963379
2000-03-09,14.307910919189453
2000-03-10,14.117138862609863
2000-03-13,13.910467147827148
2000-03-14,14.085338592529297
2000-03-15,14.02174186706543
2000-03-16,14.625865936279297
2000-03-17,14.180388450622559
2000-03-20,13.957073211669922
2000-03-21,14.403696060180664
2000-03-22,14.292040824890137
2000-03-23,14.27609634399414
2000-03-24,14.307991027832031
2000-03-27,14.355841636657715
2000-03-28,14.292040824890137
2000-03-29,15.041736602783203
2000-03-30,15.041736602783203
2000-03-31,14.9619779586792
2000-04-03,15.217199325561523
2000-04-04,15.02578353881836
2000-04-05,14.579155921936035
2000-04-06,14.9619779586792
2000-04-07,14.730690956115723
2000-04-10,14.515349388122559
2000-04-11,14.770570755004883
2000-04-12,14.898174285888672
2000-04-13,14.8662691116333
2000-04-14,14.547252655029297
2000-04-17,14.196338653564453
2000-04-18,14.268111228942871
2000-04-19,14.579155921936035
2000-04-20,14.603080749511719
2000-04-24,14.762598037719727
2000-04-25,14.786528587341309
2000-04-26,14.97792911529541
2000-04-27,15.185294151306152
2000-04-28,14.738669395446777
2000-05-01,14.97792911529541
2000-05-02,15.193269729614258
2000-05-03,14.802475929260254
2000-05-04,15.185294151306152
2000-05-05,15.344801902770996
2000-05-08,15.536214828491211
2000-05-09,15.544187545776367
2000-05-10,15.592046737670898
2000-05-11,16.078548431396484
2000-05-12,16.134380340576172
2000-05-15,16.469345092773438
2000-05-16,16.150325775146484
2000-05-17,16.230070114135742
2000-05-18,16.20615577697754
2000-05-19,16.238054275512695
2000-05-22,16.102479934692383
2000-05-23,16.038667678833008
2000-05-24,16.054616928100586
2000-05-25,15.759529113769531
2000-05-26,15.767509460449219
2000-05-30,15.990816116333008
2000-05-31,16.469345092773438
2000-06-01,16.31781578063965
2000-06-02,15.759529113769531
2000-06-05,15.536214828491211
2000-06-06,16.142353057861328
2000-06-07,15.934988021850586
2000-06-08,16.014738082885742
2000-06-09,15.911065101623535
2000-06-12,16.269956588745117
2000-06-13,16.269956588745117
2000-06-14,16.246030807495117
2000-06-15,16.014738082885742
2000-06-16,16.284534454345703
2000-06-19,16.148292541503906
2000-06-20,16.060138702392578
2000-06-21,16.348636627197266
2000-06-22,15.915877342224121
2000-06-23,16.116233825683594
2000-06-26,15.98801040649414
2000-06-27,15.875805854797363
2000-06-28,15.739567756652832
2000-06-29,15.771635055541992
2000-06-30,15.563263893127441
2000-07-03,15.659439086914062
2000-07-05,15.010294914245605
2000-07-06,15.162566184997559
2000-07-07,15.23469066619873
2000-07-10,15.306814193725586
2000-07-11,15.851766586303711
2000-07-12,15.643406867980957
2000-07-13,15.402983665466309
2000-07-14,15.386956214904785
2000-07-17,15.186604499816895
2000-07-18,15.322837829589844
2000-07-19,15.2827730178833
2000-07-20,15.130505561828613
2000-07-21,14.842000961303711
2000-07-24,14.689733505249023
2000-07-25,14.553498268127441
2000-07-26,14.6737060546875
2000-07-27,15.1785888671875
2000-07-28,15.066394805908203
2000-07-31,14.970219612121582
2000-08-01,15.250712394714355
2000-08-02,15.539227485656738
2000-08-03,15.322837829589844
2000-08-04,15.386956214904785
2000-08-07,15.587305068969727
2000-08-08,15.619362831115723
2000-08-09,15.899853706359863
2000-08-10,16.044109344482422
2000-08-11,16.02808952331543
2000-08-14,16.252477645874023
2000-08-15,16.1883544921875
2000-08-16,16.412748336791992
2000-08-17,16.797433853149414
2000-08-18,16.605091094970703
2000-08-21,16.669198989868164
2000-08-22,16.62110710144043
2000-08-23,17.05386734008789
2000-08-24,16.685237884521484
2000-08-25,16.73331069946289
2000-08-28,16.797433853149414
2000-08-29,16.81344985961914
2000-08-30,16.669198989868164
2000-08-31,16.605091094970703
2000-09-01,16.773380279541016
2000-09-05,16.773380279541016
2000-09-06,17.14202308654785
2000-09-07,17.061887741088867
2000-09-08,16.861543655395508
2000-09-11,17.39848518371582
2000-09-12,17.374441146850586
2000-09-13,17.08592987060547
2000-09-14,17.037841796875
2000-09-15,17.481748580932617
2000-09-18,17.513938903808594
2000-09-19,17.0471248626709
2000-09-20,16.709074020385742
2000-09-21,16.580299377441406
2000-09-22,16.475656509399414
2000-09-25,16.22615623474121
2000-09-26,16.612497329711914
2000-09-27,16.926393508911133
2000-09-28,16.861995697021484
2000-09-29,16.878095626831055
2000-10-02,17.22418785095215
2000-10-03,17.216144561767578
2000-10-04,16.709074020385742
2000-10-05,16.684932708740234
2000-10-06,16.612497329711914
2000-10-09,16.87005615234375
2000-10-10,17.248336791992188
2000-10-11,17.409305572509766
2000-10-12,17.67491912841797
2000-10-13,16.998825073242188
2000-10-16,16.837860107421875
2000-10-17,16.845895767211914
2000-10-18,16.620532989501953
2000-10-19,16.701021194458008
2000-10-20,17.031021118164062
2000-10-23,16.757366180419922
2000-10-24,16.475656509399414
2000-10-25,16.073230743408203
